region,product,year,rev_op_type,sales_budget_type,total,h1,h2,q1,q2,q3,q4,ytd
CH,CDE,2024,Gross,Forecast,2624998712,1490551611,1134447101,872606653,617944958,726400551,408046550,1490551611
CH,CDE,2024,Net,Actual,1792454623,767691046,1024763577,486087498,281603548,182163080,842600497,767691046
CH,CDE,2024,Net,Budget,1757629648,975547023,782082625,861923265,113623758,402067268,380015357,975547023
CH,CDE,2024,Net,Forecast,2535400894,1268650775,1266750119,337567272,931083503,697363145,569386974,1268650775
CH,CDE,2024,Op,Actual,791159591,201972869,589186722,72307701,129665168,233758080,355428642,201972869
CH,CDE,2024,Op,Budget,2374394065,1133003425,1241390640,547919290,585084135,340915898,900474742,1133003425
CH,CDE,2024,Op,Forecast,1867141643,846700616,1020441027,463572759,383127857,166728033,853712994,846700616
CH,CDE,2025,Gross,Actual,2534025969,1264749879,1269276090,427439971,837309908,342094541,927181549,1264749879
CH,CDE,2025,Gross,Budget,2900445970,1517453157,1382992813,921280352,596172805,520715762,862277051,1517453157
CH,CDE,2025,Gross,Forecast,2512145686,1044478754,1467666932,333853735,710625019,677835486,789831446,1044478754
CH,CDE,2025,Net,Actual,1824270410,1059080613,765189797,938959310,120121303,212263215,552926582,1059080613
CH,CDE,2025,Net,Budget,2032357541,858337173,1174020368,474410304,383926869,512053380,661966988,858337173
CH,CDE,2025,Net,Forecast,2556692767,1036077071,1520615696,654653188,381423883,585138821,935476875,1036077071
CH,CDE,2025,Op,Actual,1966553248,811588942,1154964306,230058328,581530614,646533674,508430632,811588942
CH,CDE,2025,Op,Budget,2961015929,1526565432,1434450497,848612274,677953158,555150598,879299899,1526565432
CH,CDE,2025,Op,Forecast,2149309698,1339335254,809974444,763470739,575864515,395630210,414344234,1339335254
CH,PJ,2024,Gross,Actual,2313550122,1537127934,776422188,675108029,862019905,391146126,385276062,1537127934
CH,PJ,2024,Gross,Budget,2754016735,1368627945,1385388790,842793689,525834256,250675581,1134713209,1368627945
CH,PJ,2024,Gross,Forecast,1805054671,905689978,899364693,457670086,448019892,602117580,297247113,905689978
CH,PJ,2024,Net,Actual,2358012035,1297667625,1060344410,655317116,642350509,276001364,784343046,1297667625
CH,PJ,2024,Net,Budget,2305120074,1568817436,736302638,1169033066,399784370,513376104,222926534,1568817436
CH,PJ,2024,Net,Forecast,2572406059,1513865388,1058540671,929974651,583890737,603763555,454777116,1513865388
CH,PJ,2024,Op,Actual,2533124016,1119813493,1413310523,628080929,491732564,250595672,1162714851,1119813493
CH,PJ,2024,Op,Budget,2719772485,1112141411,1607631074,915192419,196948992,378694910,1228936164,1112141411
CH,PJ,2024,Op,Forecast,1459523737,682210186,777313551,287911083,394299103,319785853,457527698,682210186
CH,PJ,2025,Gross,Actual,3382930000,1763210000,1619720000,1062980000,700230000,697890000,921830000,1763210000
CH,PJ,2025,Gross,Budget,3239838873,1760604339,1479234534,812750967,947853372,753957715,725276819,1760604339
CH,PJ,2025,Gross,Forecast,2141762533,552875285,1588887248,156091205,396784080,567901245,1020986003,552875285
CH,PJ,2025,Net,Actual,3235500000,1710760000,1524740000,1026480000,684280000,628460000,896280000,1710760000
CH,PJ,2025,Net,Budget,2757296860,1914169789,843127071,1028056146,886113643,455028162,388098909,1914169789
CH,PJ,2025,Net,Forecast,2772127166,1560176462,1211950704,871609602,688566860,196907393,1015043311,1560176462
CH,PJ,2025,Op,Actual,3235500000,1710760000,1524740000,1026480000,684280000,628460000,896280000,1710760000
CH,PJ,2025,Op,Budget,2167807870,1476090019,691717851,1138356063,337733956,121977908,569739943,1476090019
CH,PJ,2025,Op,Forecast,2496748615,1424483640,1072264975,765123160,659360480,397320065,674944910,1424483640
DC,CDE,2024,Gross,Actual,19902349851,7924605112,11977744739,4665722270,3258882842,5946964694,6030780045,7924605112
DC,CDE,2024,Gross,Budget,21445163505,4795426676,16649736829,3329928565,1465498111,4684086330,11965650499,4795426676
DC,CDE,2024,Gross,Forecast,19872702182,8653243376,11219458806,4930563948,3722679428,6543779140,4675679666,8653243376
DC,CDE,2024,Net,Actual,14602235901,4783471213,9818764688,2211919612,2571551601,4903033784,4915730904,4783471213
DC,CDE,2024,Net,Budget,17120479754,6712608242,10407871512,3589153325,3123454917,1848804485,8559067027,6712608242
DC,CDE,2024,Net,Forecast,15222966006,4052931020,11170034986,3444608226,608322794,4072329834,7097705152,4052931020
DC,CDE,2024,Op,Actual,17389248438,5078191562,12311056876,1888397346,3189794216,4768395342,7542661534,5078191562
DC,CDE,2024,Op,Budget,11990977924,4140200245,7850777679,1420153222,2720047023,4414815309,3435962370,4140200245
DC,CDE,2024,Op,Forecast,16766568477,6042644745,10723923732,3095508825,2947135920,3357819951,7366103781,6042644745
DC,CDE,2025,Gross,Actual,27742212147,9757474651,17984737496,4205575888,5551898763,7462563863,10522173633,9757474651
DC,CDE,2025,Gross,Budget,25092813823,5349431055,19743382768,2124771314,3224659741,6855509134,12887873634,5349431055
DC,CDE,2025,Gross,Forecast,20287550154,7510233569,12777316585,5917988118,1592245451,7309935799,5467380786,7510233569
DC,CDE,2025,Net,Actual,13887296157,2244897931,11642398226,1296396151,948501780,4304409091,7337989135,2244897931
DC,CDE,2025,Net,Budget,20331834118,8215157489,12116676629,4360640979,3854516510,4793167774,7323508855,8215157489
DC,CDE,2025,Net,Forecast,20485703070,5706976966,14778726104,2717790393,2989186573,3665458089,11113268015,5706976966
DC,CDE,2025,Op,Actual,13693120424,4997990045,8695130379,1561163969,3436826076,4198938696,4496191683,4997990045
DC,CDE,2025,Op,Budget,16467125778,5291292366,11175833412,2819366515,2471925851,5226406721,5949426691,5291292366
DC,CDE,2025,Op,Forecast,13150374420,5139814570,8010559850,1548081394,3591733176,4271356167,3739203683,5139814570
DC,PJ,2024,Gross,Actual,21769928752,7272177205,14497751547,4055204530,3216972675,5807874029,8689877518,7272177205
DC,PJ,2024,Gross,Budget,24394215974,5624458887,18769757087,1880397812,3744061075,4416600712,14353156375,5624458887
DC,PJ,2024,Gross,Forecast,20344487244,6933010747,13411476497,4407199313,2525811434,5416952907,7994523590,6933010747
DC,PJ,2024,Net,Actual,13078055153,4630025851,8448029302,2959539277,1670486574,3557891938,4890137364,4630025851
DC,PJ,2024,Net,Budget,15493125556,3994966232,11498159324,2714692979,1280273253,3991064342,7507094982,3994966232
DC,PJ,2024,Net,Forecast,11819272796,5518775403,6300497393,2267111439,3251663964,1234078664,5066418729,5518775403
DC,PJ,2024,Op,Actual,16578709743,4730866470,11847843273,3399876898,1330989572,4102554878,7745288395,4730866470
DC,PJ,2024,Op,Budget,9823886177,2957839653,6866046524,975786645,1982053008,2360743421,4505303103,2957839653
DC,PJ,2024,Op,Forecast,12922163419,4351160171,8571003248,2803956486,1547203685,3508285389,5062717859,4351160171
DC,PJ,2025,Gross,Actual,28532270000,9503670000,19028600000,4865190000,4638480000,6557940000,12470660000,9503670000
DC,PJ,2025,Gross,Budget,15418251437,6942328348,8475923089,3370304790,3572023558,3226172275,5249750814,6942328348
DC,PJ,2025,Gross,Forecast,20903624392,10962360491,9941263901,6033815288,4928545203,2779747173,7161516728,10962360491
DC,PJ,2025,Net,Actual,20429750000,6731220000,13698530000,3275400000,3455820000,4980520000,8718010000,6731220000
DC,PJ,2025,Net,Budget,14337278951,4488233327,9849045624,3051198920,1437034407,3540663391,6308382233,4488233327
DC,PJ,2025,Net,Forecast,8638662900,3050050508,5588612392,439388793,2610661715,3977250536,1611361856,3050050508
DC,PJ,2025,Op,Actual,20429750000,6731220000,13698530000,3275400000,3455820000,4980520000,8718010000,6731220000
DC,PJ,2025,Op,Budget,11291197190,3853028988,7438168202,2244907858,1608121130,1920319954,5517848248,3853028988
DC,PJ,2025,Op,Forecast,17488431342,5301511433,12186919909,2234627506,3066883927,2449307766,9737612143,5301511433
DE,CDE,2024,Gross,Actual,28478911052,10758036491,17720874561,4729184886,6028851605,7891384090,9829490471,10758036491
DE,CDE,2024,Gross,Budget,33517473528,17427688855,16089784673,6096444164,11331244691,10394884986,5694899687,17427688855
DE,CDE,2024,Gross,Forecast,35974744603,16932227129,19042517474,5642957904,11289269225,10506624308,8535893166,16932227129
DE,CDE,2024,Net,Actual,24785133347,11031750366,13753382981,3139393455,7892356911,8493605271,5259777710,11031750366
DE,CDE,2024,Net,Budget,26126794212,10530445697,15596348515,6810149775,3720295922,9979934317,5616414198,10530445697
DE,CDE,2024,Net,Forecast,23097629883,9622709631,13474920252,3574055961,6048653670,8179449903,5295470349,9622709631
DE,CDE,2024,Op,Actual,21425409677,15843558956,5581850721,4138204804,11705354152,3799234096,1782616625,15843558956
DE,CDE,2024,Op,Budget,27958042848,14963980256,12994062592,4802491683,10161488573,7472898177,5521164415,14963980256
DE,CDE,2024,Op,Forecast,24892198605,13206420462,11685778143,6925236961,6281183501,5737323227,5948454916,13206420462
DE,CDE,2025,Gross,Actual,24734187640,8460319951,16273867689,2992275517,5468044434,11903362297,4370505392,8460319951
DE,CDE,2025,Gross,Budget,20649443359,12551529991,8097913368,4427633861,8123896130,4004736644,4093176724,12551529991
DE,CDE,2025,Gross,Forecast,34573717800,16281662298,18292055502,9037322970,7244339328,11381357047,6910698455,16281662298
DE,CDE,2025,Net,Actual,27107904512,12451015411,14656889101,3640307570,8810707841,7712096421,6944792680,12451015411
DE,CDE,2025,Net,Budget,28321129013,12983737212,15337391801,7358774703,5624962509,11836787961,3500603840,12983737212
DE,CDE,2025,Net,Forecast,33889638246,18354091072,15535547174,8353935575,10000155497,11701333155,3834214019,18354091072
DE,CDE,2025,Op,Actual,29652076677,14716931681,14935144996,3753471511,10963460170,10878727050,4056417946,14716931681
DE,CDE,2025,Op,Budget,28766806078,13254883625,15511922453,6347084147,6907799478,10173543916,5338378537,13254883625
DE,CDE,2025,Op,Forecast,34223490200,14422597467,19800892733,4277771570,10144825897,10968416600,8832476133,14422597467
DE,PJ,2024,Gross,Actual,24758021034,11417219865,13340801169,3677163338,7740056527,5851676906,7489124263,11417219865
DE,PJ,2024,Gross,Budget,22692348017,10382345762,12310002255,1591724034,8790621728,3171175009,9138827246,10382345762
DE,PJ,2024,Gross,Forecast,18110775087,6840196319,11270578768,2358671052,4481525267,3888471029,7382107739,6840196319
DE,PJ,2024,Net,Actual,18789627759,9824657597,8964970162,2410681954,7413975643,5335364911,3629605251,9824657597
DE,PJ,2024,Net,Budget,19555371289,6343925834,13211445455,1916834534,4427091300,8076452554,5134992901,6343925834
DE,PJ,2024,Net,Forecast,20388425899,13119819424,7268606475,3360887424,9758932000,733729561,6534876914,13119819424
DE,PJ,2024,Op,Actual,29243502761,14961095914,14282406847,6418989104,8542106810,7539388953,6743017894,14961095914
DE,PJ,2024,Op,Budget,28763501613,16355267962,12408233651,6524043295,9831224667,8566503456,3841730195,16355267962
DE,PJ,2024,Op,Forecast,25786698746,8345481068,17441217678,2915312196,5430168872,11179324478,6261893200,8345481068
DE,PJ,2025,Gross,Actual,40130380000,18741000000,21389380000,8049410000,10691590000,13216990000,8172390000,18741000000
DE,PJ,2025,Gross,Budget,21624612455,10491682492,11132929963,3322660965,7169021527,8571312458,2561617505,10491682492
DE,PJ,2025,Gross,Forecast,29602980070,14465651117,15137328953,5025931956,9439719161,12386162945,2751166008,14465651117
DE,PJ,2025,Net,Actual,35355790000,16608920000,18746870000,7062200000,9546720000,11751070000,6995800000,16608920000
DE,PJ,2025,Net,Budget,27487750906,17141918768,10345832138,5056699992,12085218776,4818549628,5527282510,17141918768
DE,PJ,2025,Net,Forecast,19495979050,11907278506,7588700544,4475706242,7431572264,701275269,6887425275,11907278506
DE,PJ,2025,Op,Actual,35355790000,16608920000,18746870000,7062200000,9546720000,11751070000,6995800000,16608920000
DE,PJ,2025,Op,Budget,31498316942,12320930957,19177385985,6111260399,6209670558,15843579961,3333806024,12320930957
DE,PJ,2025,Op,Forecast,31495982354,13449984244,18045998110,4988399192,8461585052,11058803930,6987194180,13449984244
ES,CDE,2024,Gross,Actual,4637893172,2262419319,2375473853,1604450984,657968335,1114253843,1261220010,2262419319
ES,CDE,2024,Gross,Budget,6167775086,2784156590,3383618496,1993741979,790414611,2130691465,1252927031,2784156590
ES,CDE,2024,Gross,Forecast,3976696484,2773152701,1203543783,1622186130,1150966571,839180785,364362998,2773152701
ES,CDE,2024,Net,Actual,5345725867,2057617216,3288108651,1507481163,550136053,1923631806,1364476845,2057617216
ES,CDE,2024,Net,Budget,2904542957,1532941455,1371601502,578611269,954330186,798322554,573278948,1532941455
ES,CDE,2024,Net,Forecast,4272526584,2818603509,1453923075,2096903341,721700168,726094009,727829066,2818603509
ES,CDE,2024,Op,Actual,3171235541,1457811407,1713424134,677906589,779904818,1112172345,601251789,1457811407
ES,CDE,2024,Op,Budget,3912624147,1832854834,2079769313,850051433,982803401,1330223753,749545560,1832854834
ES,CDE,2024,Op,Forecast,4523935540,1783186180,2740749360,1342497570,440688610,1657892894,1082856466,1783186180
ES,CDE,2025,Gross,Actual,5117122447,2624585456,2492536991,1107888885,1516696571,1358794887,1133742104,2624585456
ES,CDE,2025,Gross,Budget,5121316088,2324275952,2797040136,1516515263,807760689,1524460878,1272579258,2324275952
ES,CDE,2025,Gross,Forecast,3882108532,2128538730,1753569802,1364787883,763750847,1233504331,520065471,2128538730
ES,CDE,2025,Net,Actual,5513754765,2715416051,2798338714,1765097679,950318372,1492964266,1305374448,2715416051
ES,CDE,2025,Net,Budget,4729439327,2738541383,1990897944,2203273620,535267763,1216365597,774532347,2738541383
ES,CDE,2025,Net,Forecast,4525853743,2101328051,2424525692,1587577674,513750377,1854327632,570198060,2101328051
ES,CDE,2025,Op,Actual,5049863395,2623314155,2426549240,1323485529,1299828626,1836854408,589694832,2623314155
ES,CDE,2025,Op,Budget,3942966236,2512277602,1430688634,1604651950,907625652,795390344,635298290,2512277602
ES,CDE,2025,Op,Forecast,5210459973,2619192018,2591267955,1499190710,1120001308,1010522063,1580745892,2619192018
ES,PJ,2024,Gross,Actual,2723487946,2195232778,528255168,1184670585,1010562193,296325775,231929393,2195232778
ES,PJ,2024,Gross,Budget,3951219852,2129653798,1821566054,1697825482,431828316,819806552,1001759502,2129653798
ES,PJ,2024,Gross,Forecast,6062509541,2864124999,3198384542,1318333687,1545791312,2007195983,1191188559,2864124999
ES,PJ,2024,Net,Actual,4345427111,1773235491,2572191620,706626941,1066608550,1383954575,1188237045,1773235491
ES,PJ,2024,Net,Budget,5262341384,2888808570,2373532814,1611357333,1277451237,1560518821,813013993,2888808570
ES,PJ,2024,Net,Forecast,4531465459,1710198162,2821267297,1204248332,505949830,1046216255,1775051042,1710198162
ES,PJ,2024,Op,Actual,4050854467,1330053014,2720801453,801443836,528609178,1958504290,762297163,1330053014
ES,PJ,2024,Op,Budget,5021355773,2433782241,2587573532,1678253031,755529210,1577836185,1009737347,2433782241
ES,PJ,2024,Op,Forecast,4438421706,2530382642,1908039064,1400880984,1129501658,617072340,1290966724,2530382642
ES,PJ,2025,Gross,Actual,6497780000,3173410000,3324370000,1843090000,1330320000,1772510000,1551860000,3173410000
