region,product,year,rev_op_type,sales_budget_type,ytd_gap,budget_hit_rate,yoy_total,yoy_h1,yoy_h2,yoy_q1,yoy_q2,yoy_q3,yoy_q4,breakeven_month
BD+,CDE,2025,Op,Actual,-4271337643,72,0.6347,0.8275,0.4395,0.559,0.8713,0.8489,0.2705,
BD+,CDE,2025,Op,Budget,0,100,1.2056,1.8075,0.7068,0.7857,2.2364,0.6007,0.797,
BD+,CDE,2025,Op,Forecast,-10216258180,33,0.8509,1.1246,0.7148,0.7401,1.2974,0.4676,1.0133,
BD+,PJ,2024,Gross,Actual,-3873253208,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BD+,PJ,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BD+,PJ,2024,Gross,Forecast,744499054,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BD+,PJ,2024,Net,Actual,9143695626,337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BD+,PJ,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BD+,PJ,2024,Net,Forecast,4739353930,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BD+,PJ,2024,Op,Actual,-1277024346,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BD+,PJ,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BD+,PJ,2024,Op,Forecast,-1505755537,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BD+,PJ,2025,Gross,Actual,197706686,102,1.2371,1.4813,1.0608,1.5589,1.4644,1.1188,1.0241,1.0
BD+,PJ,2025,Gross,Budget,0,100,0.9258,0.9734,0.8688,0.3814,1.1458,1.2118,0.4735,
BD+,PJ,2025,Gross,Forecast,-6238254066,45,0.6924,0.4131,1.3992,0.4714,0.4001,3.3355,0.5545,
BD+,PJ,2025,Net,Actual,6869352420,254,1.017,0.8722,1.22,1.2321,0.8173,1.1018,1.3179,3.0
BD+,PJ,2025,Net,Budget,0,100,0.7665,1.1593,0.6447,1.7994,0.8799,0.4456,0.7971,
BD+,PJ,2025,Net,Forecast,5510632250,223,1.1818,1.1612,1.2016,1.211,1.1525,1.0027,1.3143,
BD+,PJ,2025,Op,Actual,-2985414642,79,1.5809,1.196,2.3335,4.0662,1.0291,1.3815,4.4619,1.0
BD+,PJ,2025,Op,Budget,0,100,1.3581,1.3316,1.3962,2.9717,1.2408,1.8575,1.0797,
BD+,PJ,2025,Op,Forecast,448613473,103,1.3479,1.5969,1.038,1.1056,1.7349,0.9828,1.1881,
CE,CDE,2024,Gross,Actual,3760521179,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
CE,CDE,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CE,CDE,2024,Gross,Forecast,1430232626,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CE,CDE,2024,Net,Actual,-5017655538,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CE,CDE,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CE,CDE,2024,Net,Forecast,-3051320353,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CE,CDE,2024,Op,Actual,8055109078,236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CE,CDE,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CE,CDE,2024,Op,Forecast,2910901525,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CE,CDE,2025,Gross,Actual,-1435129029,87,1.0298,0.8718,1.1289,1.2072,0.5208,0.6975,1.5408,1.0
CE,CDE,2025,Gross,Budget,0,100,1.0723,1.5377,0.9012,2.4387,1.1102,0.6749,1.0948,
CE,CDE,2025,Gross,Forecast,-3505025831,68,0.6215,0.8673,0.4995,0.5421,1.3795,0.3212,0.9204,
CE,CDE,2025,Net,Actual,455764745,105,1.5886,1.6493,1.558,1.8435,1.4109,1.5775,1.5381,2.0
CE,CDE,2025,Net,Budget,0,100,0.8761,0.8684,0.8814,0.6643,1.5452,0.7011,1.1367,
CE,CDE,2025,Net,Forecast,-289881617,97,1.1762,1.1586,1.1902,1.2782,1.0163,1.4447,1.0672,
CE,CDE,2025,Op,Actual,2711130084,134,0.8421,0.7724,0.9197,0.8843,0.6462,0.8289,0.9958,3.0
CE,CDE,2025,Op,Budget,0,100,0.9557,1.3653,0.723,1.7467,1.0561,1.2177,0.3533,
CE,CDE,2025,Op,Forecast,3056516037,138,0.8112,1.2614,0.5484,1.6414,0.9978,0.7573,0.3568,
CE,PJ,2024,Gross,Actual,3354397647,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
CE,PJ,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CE,PJ,2024,Gross,Forecast,-874787193,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CE,PJ,2024,Net,Actual,-1332543770,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CE,PJ,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CE,PJ,2024,Net,Forecast,1546384552,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CE,PJ,2024,Op,Actual,-3198389682,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CE,PJ,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CE,PJ,2024,Op,Forecast,966166854,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CE,PJ,2025,Gross,Actual,4176440000,151,1.6805,1.1342,2.3315,2.2245,0.7188,1.9179,2.9029,1.0
CE,PJ,2025,Gross,Budget,0,100,1.2108,1.0853,1.27,1.8113,0.6792,2.5774,0.9502,
CE,PJ,2025,Gross,Forecast,2630782627,132,1.0731,1.617,0.8056,2.3744,1.2295,0.8301,0.7775,
CE,PJ,2025,Net,Actual,1479575883,114,1.9957,2.1763,1.8867,3.3034,1.5466,2.2538,1.6454,1.0
CE,PJ,2025,Net,Budget,0,100,0.8994,1.5546,0.593,1.5736,1.5368,0.3377,0.8905,
CE,PJ,2025,Net,Forecast,-1510443950,86,1.0444,1.099,0.9874,1.2002,0.9881,1.0264,0.9448,
CE,PJ,2025,Op,Actual,2109618645,120,1.57,2.2783,1.2906,3.501,1.608,0.9716,1.832,1.0
CE,PJ,2025,Op,Budget,0,100,1.1067,1.1926,1.062,0.9766,2.0268,1.0886,1.036,
CE,PJ,2025,Op,Forecast,-858709746,92,1.4404,0.9836,2.0309,0.5764,1.5481,1.7326,2.2166,
CH,CDE,2024,Gross,Actual,-356737330,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
CH,CDE,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CH,CDE,2024,Gross,Forecast,207464004,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CH,CDE,2024,Net,Actual,-207855977,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
CH,CDE,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CH,CDE,2024,Net,Forecast,293103752,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CH,CDE,2024,Op,Actual,-931030556,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CH,CDE,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CH,CDE,2024,Op,Forecast,-286302809,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CH,CDE,2025,Gross,Actual,-252703278,83,0.8388,1.3653,0.6059,1.0058,1.67,0.415,0.7298,
CH,CDE,2025,Gross,Budget,0,100,1.1122,1.1827,1.044,1.3073,1.0308,0.7251,1.4214,
CH,CDE,2025,Gross,Forecast,-472974403,69,0.957,0.7007,1.2937,0.3826,1.15,0.9331,1.9356,
CH,CDE,2025,Net,Actual,200743440,123,1.0177,1.3796,0.7467,1.9317,0.4266,1.1652,0.6562,1.0
CH,CDE,2025,Net,Budget,0,100,1.1563,0.8799,1.5011,0.5504,3.3789,1.2736,1.7419,
CH,CDE,2025,Net,Forecast,177739898,121,1.0084,0.8167,1.2004,1.9393,0.4097,0.8391,1.643,
CH,CDE,2025,Op,Actual,-714976490,53,2.4857,4.0183,1.9603,3.1817,4.4849,2.7658,1.4305,1.0
CH,CDE,2025,Op,Budget,0,100,1.2471,1.3474,1.1555,1.5488,1.1587,1.6284,0.9765,
CH,CDE,2025,Op,Forecast,-187230178,88,1.1511,1.5818,0.7937,1.6469,1.5031,2.3729,0.4853,
CH,PJ,2024,Gross,Actual,168499989,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CH,PJ,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CH,PJ,2024,Gross,Forecast,-462937967,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CH,PJ,2024,Net,Actual,-271149811,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
CH,PJ,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CH,PJ,2024,Net,Forecast,-54952048,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CH,PJ,2024,Op,Actual,7672082,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
CH,PJ,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CH,PJ,2024,Op,Forecast,-429931225,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CH,PJ,2025,Gross,Actual,2605661,100,1.4622,1.1471,2.0861,1.5745,0.8123,1.7842,2.3926,1.0
CH,PJ,2025,Gross,Budget,0,100,1.1764,1.2864,1.0677,0.9644,1.8026,3.0077,0.6392,
CH,PJ,2025,Gross,Forecast,-1207729054,31,1.1865,0.6104,1.7667,0.3411,0.8856,0.9432,3.4348,
CH,PJ,2025,Net,Actual,-203409789,89,1.3721,1.3183,1.438,1.5664,1.0653,2.277,1.1427,10.0
CH,PJ,2025,Net,Budget,0,100,1.1962,1.2201,1.1451,0.8794,2.2165,0.8863,1.7409,
CH,PJ,2025,Net,Forecast,-353993327,82,1.0776,1.0306,1.1449,0.9372,1.1793,0.3261,2.232,
CH,PJ,2025,Op,Actual,234669981,116,1.2773,1.5277,1.0788,1.6343,1.3916,2.5079,0.7709,5.0
CH,PJ,2025,Op,Budget,0,100,0.7971,1.3273,0.4303,1.2438,1.7148,0.3221,0.4636,
CH,PJ,2025,Op,Forecast,-51606379,97,1.7107,2.088,1.3794,2.6575,1.6722,1.2425,1.4752,
DC,CDE,2024,Gross,Actual,3129178436,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
DC,CDE,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DC,CDE,2024,Gross,Forecast,3857816700,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DC,CDE,2024,Net,Actual,-1929137029,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
DC,CDE,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DC,CDE,2024,Net,Forecast,-2659677222,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DC,CDE,2024,Op,Actual,937991317,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DC,CDE,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DC,CDE,2024,Op,Forecast,1902444500,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DC,CDE,2025,Gross,Actual,4408043596,182,1.3939,1.2313,1.5015,0.9014,1.7036,1.2549,1.7447,1.0
DC,CDE,2025,Gross,Budget,0,100,1.1701,1.1155,1.1858,0.6381,2.2004,1.4636,1.0771,
DC,CDE,2025,Gross,Forecast,2160802514,140,1.0209,0.8679,1.1389,1.2003,0.4277,1.1171,1.1693,
DC,CDE,2025,Net,Actual,-5970259558,27,0.951,0.4693,1.1857,0.5861,0.3688,0.8779,1.4928,
DC,CDE,2025,Net,Budget,0,100,1.1876,1.2238,1.1642,1.2149,1.2341,2.5926,0.8556,
DC,CDE,2025,Net,Forecast,-2508180523,69,1.3457,1.4081,1.3231,0.789,4.9138,0.9001,1.5658,
DC,CDE,2025,Op,Actual,-293302321,94,0.7874,0.9842,0.7063,0.8267,1.0774,0.8806,0.5961,2.0
DC,CDE,2025,Op,Budget,0,100,1.3733,1.278,1.4235,1.9853,0.9088,1.1838,1.7315,
DC,CDE,2025,Op,Forecast,-151477796,97,0.7843,0.8506,0.747,0.5001,1.2187,1.2721,0.5076,
DC,PJ,2024,Gross,Actual,1647718318,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
DC,PJ,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DC,PJ,2024,Gross,Forecast,1308551860,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DC,PJ,2024,Net,Actual,635059619,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
DC,PJ,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DC,PJ,2024,Net,Forecast,1523809171,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DC,PJ,2024,Op,Actual,1773026817,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DC,PJ,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DC,PJ,2024,Op,Forecast,1393320518,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DC,PJ,2025,Gross,Actual,2561341652,137,1.3106,1.3069,1.3125,1.1997,1.4419,1.1291,1.4351,2.0
DC,PJ,2025,Gross,Budget,0,100,0.632,1.2343,0.4516,1.7923,0.9541,0.7305,0.3658,
DC,PJ,2025,Gross,Forecast,4020032143,158,1.0275,1.5812,0.7413,1.3691,1.9513,0.5132,0.8958,
DC,PJ,2025,Net,Actual,2242986673,150,1.5621,1.4538,1.6215,1.1067,2.0688,1.3999,1.7828,1.0
DC,PJ,2025,Net,Budget,0,100,0.9254,1.1235,0.8566,1.124,1.1224,0.8871,0.8403,
DC,PJ,2025,Net,Forecast,-1438182819,68,0.7309,0.5527,0.887,0.1938,0.8029,3.2229,0.318,
DC,PJ,2025,Op,Actual,2878191012,175,1.2323,1.4228,1.1562,0.9634,2.5964,1.214,1.1256,1.0
DC,PJ,2025,Op,Budget,0,100,1.1494,1.3026,1.0833,2.3006,0.8113,0.8134,1.2247,
DC,PJ,2025,Op,Forecast,1448482445,138,1.3534,1.2184,1.4219,0.797,1.9822,0.6981,1.9234,
DE,CDE,2024,Gross,Actual,-6669652364,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DE,CDE,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DE,CDE,2024,Gross,Forecast,-495461726,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DE,CDE,2024,Net,Actual,501304669,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
DE,CDE,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DE,CDE,2024,Net,Forecast,-907736066,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DE,CDE,2024,Op,Actual,879578700,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
DE,CDE,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DE,CDE,2024,Op,Forecast,-1757559794,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DE,CDE,2025,Gross,Actual,-4091210040,67,0.8685,0.7864,0.9183,0.6327,0.907,1.5084,0.4446,5.0
DE,CDE,2025,Gross,Budget,0,100,0.6161,0.7202,0.5033,0.7263,0.7169,0.3853,0.7187,
DE,CDE,2025,Gross,Forecast,3730132307,130,0.9611,0.9616,0.9606,1.6015,0.6417,1.0833,0.8096,
DE,CDE,2025,Net,Actual,-532721801,96,1.0937,1.1287,1.0657,1.1596,1.1164,0.908,1.3204,8.0
DE,CDE,2025,Net,Budget,0,100,1.084,1.233,0.9834,1.0806,1.512,1.1861,0.6233,
DE,CDE,2025,Net,Forecast,5370353860,141,1.4672,1.9074,1.1529,2.3374,1.6533,1.4306,0.7241,
DE,CDE,2025,Op,Actual,1462048056,111,1.384,0.9289,2.6757,0.907,0.9366,2.8634,2.2755,4.0
DE,CDE,2025,Op,Budget,0,100,1.0289,0.8858,1.1938,1.3216,0.6798,1.3614,0.9669,
DE,CDE,2025,Op,Forecast,1167713842,109,1.3749,1.0921,1.6944,0.6177,1.6151,1.9118,1.4848,
DE,PJ,2024,Gross,Actual,1034874103,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DE,PJ,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DE,PJ,2024,Gross,Forecast,-3542149443,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DE,PJ,2024,Net,Actual,3480731763,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
DE,PJ,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DE,PJ,2024,Net,Forecast,6775893590,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DE,PJ,2024,Op,Actual,-1394172048,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
DE,PJ,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DE,PJ,2024,Op,Forecast,-8009786894,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DE,PJ,2025,Gross,Actual,8249317508,179,1.6209,1.6415,1.6033,2.189,1.3813,2.2587,1.0912,1.0
DE,PJ,2025,Gross,Budget,0,100,0.9529,1.0105,0.9044,2.0875,0.8155,2.7029,0.2803,
DE,PJ,2025,Gross,Forecast,3973968625,138,1.6346,2.1148,1.3431,2.1308,2.1064,3.1854,0.3727,
DE,PJ,2025,Net,Actual,-532998768,97,1.8817,1.6905,2.0911,2.9295,1.2877,2.2025,1.9274,1.0
DE,PJ,2025,Net,Budget,0,100,1.4056,2.7021,0.7831,2.638,2.7298,0.5966,1.0764,
DE,PJ,2025,Net,Forecast,-5234640262,69,0.9562,0.9076,1.044,1.3317,0.7615,0.9558,1.0539,
DE,PJ,2025,Op,Actual,4287989043,135,1.209,1.1101,1.3126,1.1002,1.1176,1.5586,1.0375,1.0
DE,PJ,2025,Op,Budget,0,100,1.0951,0.7533,1.5455,0.9367,0.6316,1.8495,0.8678,
DE,PJ,2025,Op,Forecast,1129053287,109,1.2214,1.6116,1.0347,1.7111,1.5583,0.9892,1.1158,
ES,CDE,2024,Gross,Actual,-521737271,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ES,CDE,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ES,CDE,2024,Gross,Forecast,-11003889,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ES,CDE,2024,Net,Actual,524675761,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ES,CDE,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ES,CDE,2024,Net,Forecast,1285662054,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ES,CDE,2024,Op,Actual,-375043427,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ES,CDE,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ES,CDE,2024,Op,Forecast,-49668654,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ES,CDE,2025,Gross,Actual,300309504,113,1.1033,1.1601,1.0493,0.6905,2.3051,1.2195,0.8989,5.0
ES,CDE,2025,Gross,Budget,0,100,0.8303,0.8348,0.8266,0.7606,1.0219,0.7155,1.0157,
ES,CDE,2025,Gross,Forecast,-195737222,92,0.9762,0.7676,1.457,0.8413,0.6636,1.4699,1.4273,
ES,CDE,2025,Net,Actual,-23125332,99,1.0314,1.3197,0.851,1.1709,1.7274,0.7761,0.9567,1.0
ES,CDE,2025,Net,Budget,0,100,1.6283,1.7865,1.4515,3.8079,0.5609,1.5237,1.3511,
ES,CDE,2025,Net,Forecast,-637213332,77,1.0593,0.7455,1.6676,0.7571,0.7119,2.5538,0.7834,
ES,CDE,2025,Op,Actual,111036553,104,1.5924,1.7995,1.4162,1.9523,1.6667,1.6516,0.9808,4.0
ES,CDE,2025,Op,Budget,0,100,1.0078,1.3707,0.6879,1.8877,0.9235,0.5979,0.8476,
ES,CDE,2025,Op,Forecast,106914416,104,1.1518,1.4688,0.9455,1.1167,2.5415,0.6095,1.4598,
ES,PJ,2024,Gross,Actual,65578980,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
ES,PJ,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ES,PJ,2024,Gross,Forecast,734471201,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ES,PJ,2024,Net,Actual,-1115573079,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ES,PJ,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ES,PJ,2024,Net,Forecast,-1178610408,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ES,PJ,2024,Op,Actual,-1103729227,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ES,PJ,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
